"","variable","dummyVariable","typeEnd","databaseStart","variableStart","typeStart","recEnd","numValidCat","catLabel","catLabelLong","units","recStart","catStartLabel","variableStartShortLabel","variableStartLabel","notes"
"244","CCC_061","CCC_061_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_061, cchs2003_p::CCCC_061, cchs2005_p::CCCE_061, cchs2015_2016_p::CCC_055, cchs2017_2018_p::CCC_055, [CCC_061]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Back problems","Do you have back problems?",""
"245","CCC_061","CCC_061_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_061, cchs2003_p::CCCC_061, cchs2005_p::CCCE_061, cchs2015_2016_p::CCC_055, cchs2017_2018_p::CCC_055, [CCC_061]","cat","NA::b","2","missing","missing","N/A","else","else","Back problems","Do you have back problems?",""
"246","CCC_071","CCC_071_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_071, cchs2003_p::CCCC_071, cchs2005_p::CCCE_071, cchs2015_2016_p::CCC_065, cchs2017_2018_p::CCC_065, [CCC_071]","cat","1","2","Hypertension","Hypertension","N/A","1","Yes (Do you have high blood pressure?)","Hypertension","Do you have high blood pressure?",""
"247","CCC_071","CCC_071_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_071, cchs2003_p::CCCC_071, cchs2005_p::CCCE_071, cchs2015_2016_p::CCC_065, cchs2017_2018_p::CCC_065, [CCC_071]","cat","2","2","No Hypertension","No Hypertension","N/A","2","No (Do you have high blood pressure?)","Hypertension","Do you have high blood pressure?",""
"248","CCC_071","CCC_071_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_071, cchs2003_p::CCCC_071, cchs2005_p::CCCE_071, cchs2015_2016_p::CCC_065, cchs2017_2018_p::CCC_065, [CCC_071]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Hypertension","Do you have high blood pressure?",""
"249","CCC_071","CCC_071_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_071, cchs2003_p::CCCC_071, cchs2005_p::CCCE_071, cchs2015_2016_p::CCC_065, cchs2017_2018_p::CCC_065, [CCC_071]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Hypertension","Do you have high blood pressure?",""
"250","CCC_071","CCC_071_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::CCCA_071, cchs2003_p::CCCC_071, cchs2005_p::CCCE_071, cchs2015_2016_p::CCC_065, cchs2017_2018_p::CCC_065, [CCC_071]","cat","NA::b","2","missing","missing","N/A","else","else","Hypertension","Do you have high blood pressure?",""
"251","CCC_072","CCC_072_cat2_1","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_072, [CCC_072]","cat","1","2","Hypertension diagnosis","Hypertension diagnosis","N/A","1","Yes (Have you ever been diagnosed with high blood pressure?)","Hypertension diagnosis","Have you ever been diagnosed with high blood pressure?",""
"252","CCC_072","CCC_072_cat2_2","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_072, [CCC_072]","cat","2","2","No hypertension diagnosis","No hypertension diagnosis","N/A","2","No (Have you ever been diagnosed with high blood pressure?)","Hypertension diagnosis","Have you ever been diagnosed with high blood pressure?",""
"253","CCC_072","CCC_072_cat2_NA::a","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_072, [CCC_072]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Hypertension diagnosis","Have you ever been diagnosed with high blood pressure?",""
"254","CCC_072","CCC_072_cat2_NA::b","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_072, [CCC_072]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Hypertension diagnosis","Have you ever been diagnosed with high blood pressure?",""
"255","CCC_072","CCC_072_cat2_NA::b","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_072, [CCC_072]","cat","NA::b","2","missing","missing","N/A","else","else","Hypertension diagnosis","Have you ever been diagnosed with high blood pressure?",""
"256","CCC_073","CCC_073_cat2_1","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_073, cchs2015_2016_p::CCC_070, cchs2017_2018_p::CCC_070, [CCC_073]","cat","1","2","Hypertension medication","Hypertension medication","N/A","1","Yes (In the past month have you taken any medicine for high blood pressure?)","Hypertension medication","In the past month have you taken any medicine for high blood pressure?",""
"257","CCC_073","CCC_073_cat2_2","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_073, cchs2015_2016_p::CCC_070, cchs2017_2018_p::CCC_070, [CCC_073]","cat","2","2","No hypertension medication","No hypertension medication","N/A","2","No (In the past month have you taken any medicine for high blood pressure?)","Hypertension medication","In the past month have you taken any medicine for high blood pressure?",""
"258","CCC_073","CCC_073_cat2_NA::a","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_073, cchs2015_2016_p::CCC_070, cchs2017_2018_p::CCC_070, [CCC_073]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Hypertension medication","In the past month have you taken any medicine for high blood pressure?",""
"259","CCC_073","CCC_073_cat2_NA::b","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_073, cchs2015_2016_p::CCC_070, cchs2017_2018_p::CCC_070, [CCC_073]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Hypertension medication","In the past month have you taken any medicine for high blood pressure?",""
"260","CCC_073","CCC_073_cat2_NA::b","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2005_p::CCCE_073, cchs2015_2016_p::CCC_070, cchs2017_2018_p::CCC_070, [CCC_073]","cat","NA::b","2","missing","missing","N/A","else","else","Hypertension medication","In the past month have you taken any medicine for high blood pressure?",""
"261","CCC_073A","CCC_073A_cat2_1","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073A]","cat","1","2","Pregnant when diagnosed with high blood pressure","Pregnant when diagnosed with high blood pressure","N/A","1","Yes","Preg. when 1st diag. w/high blood press.","Were you pregnant when you were first diagnosed with high blood pressure?",""
"262","CCC_073A","CCC_073A_cat2_2","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073A]","cat","2","2","Not pregnant when diagnosed with high blood pressure","Not pregnant when diagnosed with high blood pressure","N/A","2","No","Preg. when 1st diag. w/high blood press.","Were you pregnant when you were first diagnosed with high blood pressure?",""
"263","CCC_073A","CCC_073A_cat2_NA::a","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073A]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Preg. when 1st diag. w/high blood press.","Were you pregnant when you were first diagnosed with high blood pressure?",""
"264","CCC_073A","CCC_073A_cat2_NA::b","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073A]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Preg. when 1st diag. w/high blood press.","Were you pregnant when you were first diagnosed with high blood pressure?",""
"265","CCC_073A","CCC_073A_cat2_NA::b","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073A]","cat","NA::b","2","else","else","N/A","else","else","Preg. when 1st diag. w/high blood press.","Were you pregnant when you were first diagnosed with high blood pressure?",""
"266","CCC_073B","CCC_073B_cat2_1","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073B]","cat","1","2","Yes high blood pressure other than during pregnancy","Yes high blood pressure other than during pregnancy","N/A","1","Yes","Not pregnant - Diag. w/high blood press","Other than during pregnancy, has a health professional ever told you that you have high blood pressure?",""
"267","CCC_073B","CCC_073B_cat2_2","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073B]","cat","2","2","No high blood pressure other than during pregnancy","No high blood pressure other than during pregnancy","N/A","2","No","Not pregnant - Diag. w/high blood press","Other than during pregnancy, has a health professional ever told you that you have high blood pressure?",""
"268","CCC_073B","CCC_073B_cat2_NA::a","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073B]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Not pregnant - Diag. w/high blood press","Other than during pregnancy, has a health professional ever told you that you have high blood pressure?",""
"269","CCC_073B","CCC_073B_cat2_NA::b","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073B]","cat","NA::b","2","else","else","N/A","else","else","Not pregnant - Diag. w/high blood press","Other than during pregnancy, has a health professional ever told you that you have high blood pressure?",""
"270","CCC_073B","CCC_073B_cat2_NA::b","cat","cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2009_s, cchs2010_s, cchs2012_s","[CCC_073B]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Not pregnant - Diag. w/high blood press","Other than during pregnancy, has a health professional ever told you that you have high blood pressure?",""
"271","CCC_075","CCC_075_cat2_1","cat","cchs2015_2016_p, cchs2017_2018_p","[CCC_075]","cat","1","2","High blood cholesterol","High blood cholesterol","N/A","1","High blood cholesterol","Blood cholesterol","Do you have high blood cholesterol or lipids?","Respondent are 18+ years old to answer this question in CCHS 2015-2018"
"272","CCC_075","CCC_075_cat2_2","cat","cchs2015_2016_p, cchs2017_2018_p","[CCC_075]","cat","2","2","No high blood cholesterol","No high blood cholesterol","N/A","2","No high blood cholesterol","Blood cholesterol","Do you have high blood cholesterol or lipids?",""
"273","CCC_075","CCC_075_cat2_NA::a","cat","cchs2015_2016_p, cchs2017_2018_p","[CCC_075]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Blood cholesterol","Do you have high blood cholesterol or lipids?",""
"274","CCC_075","CCC_075_cat2_NA::b","cat","cchs2015_2016_p, cchs2017_2018_p","[CCC_075]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Blood cholesterol","Do you have high blood cholesterol or lipids?",""
"275","CCC_075","CCC_075_cat2_NA::b","cat","cchs2015_2016_p, cchs2017_2018_p","[CCC_075]","cat","NA::b","2","missing","missing","N/A","else","else","Blood cholesterol","Do you have high blood cholesterol or lipids?",""
"276","CCC_081","CCC_081_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_081, cchs2003_p::CCCC_081, cchs2005_p::CCCE_081, cchs2015_2016_p::CCC_140, cchs2017_2018_p::CCC_140, [CCC_081]","cat","1","2","Migraine Headache","Migraine Headache","N/A","1","Yes (Do you have Migraine Headaches?)","Migraine Headache","Do you have migraine headaches?","2011 onward asks, ""Remember, we are interested in conditions diagnosed by a health professional and that are expected to last or have already lasted 6 months or more. Do you have migraine headaches?"""
"277","CCC_081","CCC_081_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_081, cchs2003_p::CCCC_081, cchs2005_p::CCCE_081, cchs2015_2016_p::CCC_140, cchs2017_2018_p::CCC_140, [CCC_081]","cat","2","2","No Migraine Headache","No Migraine Headache","N/A","2","No (Do you have Migraine Headaches?)","Migraine Headache","Do you have migraine headaches?",""
"278","CCC_081","CCC_081_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_081, cchs2003_p::CCCC_081, cchs2005_p::CCCE_081, cchs2015_2016_p::CCC_140, cchs2017_2018_p::CCC_140, [CCC_081]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Migraine Headache","Do you have migraine headaches?",""
"279","CCC_081","CCC_081_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_081, cchs2003_p::CCCC_081, cchs2005_p::CCCE_081, cchs2015_2016_p::CCC_140, cchs2017_2018_p::CCC_140, [CCC_081]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Migraine Headache","Do you have migraine headaches?",""
"280","CCC_081","CCC_081_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_081, cchs2003_p::CCCC_081, cchs2005_p::CCCE_081, cchs2015_2016_p::CCC_140, cchs2017_2018_p::CCC_140, [CCC_081]","cat","NA::b","2","missing","missing","N/A","else","else","Migraine Headache","Do you have migraine headaches?",""
"281","CCC_091","CCC_091_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, [CCC_091]","cat","1","2","COPD/emphysema/bronchitis","COPD/emphysema/bronchitis","N/A","1","Yes (Do you have COPD(eg bronchitis,emphysema)?)","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?",""
"282","CCC_091","CCC_091_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, [CCC_091]","cat","2","2","No COPD/emphysema/bronchitis","No COPD/emphysema/bronchitis","N/A","2","No (Do you have COPD(eg bronchitis,emphysema)?)","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?",""
"283","CCC_091","CCC_091_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, [CCC_091]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?",""
"284","CCC_091","CCC_091_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, [CCC_091]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?",""
"285","CCC_091","CCC_091_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, [CCC_091]","cat","NA::b","2","missing","missing","N/A","else","else","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?",""
"286","CCC_101","CCC_101_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, [CCC_101]","cat","1","2","Diabetes","Diabetes","N/A","1","Yes (Do you have diabetes?)","Diabetes","Do you have diabetes?",""
"287","CCC_101","CCC_101_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, [CCC_101]","cat","2","2","No Diabetes","No Diabetes","N/A","2","No (Do you have diabetes?)","Diabetes","Do you have diabetes?",""
"288","CCC_101","CCC_101_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, [CCC_101]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Diabetes","Do you have diabetes?",""
"289","CCC_101","CCC_101_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, [CCC_101]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Diabetes","Do you have diabetes?",""
"290","CCC_101","CCC_101_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, [CCC_101]","cat","NA::b","2","missing","missing","N/A","else","else","Diabetes","Do you have diabetes?",""
"291","CCC_102_A","CCC_102_A_cat16_1","cat","cchs2003_p","[CCCCG102]","cat","1","16","0 To 11 Years","0 To 11 Years","years","1","0 To 11 Years","Age of diabetes diagnosis","How old were you when this was first diagnosed?",""
"292","CCC_102_A","CCC_102_A_cat16_2","cat","cchs2003_p","[CCCCG102]","cat","2","16","12 To 14 Years","12 To 14 Years","years","2","12 To 14 Years","Age of diabetes diagnosis","How old were you when this was first diagnosed?",""
